Site,SR,Plot,PL,Proness,ITV_PL,NestedT
NM21,4,3,0,0,0,28.14179547
NM21,4,4,0,0,0,28.14179547
NM21,4,5,0,0,0,28.14179547
NM21,4,6,0,0,0,28.14179547
NM23,1,1,0,0.003333333,-0.003333333,36.20965233
NM23,1,2,0,0,0,36.20965233
NM23,1,3,0,0,0,36.20965233
NM23,1,4,0,0,0,36.20965233
NM23,1,5,0,0.001481481,-0.001481481,36.20965233
NM23,1,6,0.013333333,0.003333333,0.01,36.20965233
NM23,2,1,0.003584379,0.001979312,0.001605067,36.20965233
NM23,2,2,0,0.001267955,-0.001267955,36.20965233
NM23,2,3,0,0,0,36.20965233
NM23,2,4,0,0.000182523,-0.000182523,36.20965233
NM23,2,5,0,0,0,36.20965233
NM23,2,6,0,0,0,36.20965233
NM23,4,1,0,0.001809127,-0.001809127,36.20965233
NM23,4,2,0,0.002439782,-0.002439782,36.20965233
NM23,4,3,0.009432408,0.001605473,0.007826935,36.20965233
NM23,4,4,0,0.001174684,-0.001174684,36.20965233
NM23,4,5,0,0.000144202,-0.000144202,36.20965233
NM23,4,6,0,0.002153965,-0.002153965,36.20965233
NM3,1,1,0,0,0,25.12648506
NM3,1,2,0.026666667,0.006666667,0.02,25.12648506
NM3,1,3,0.013333333,0.00962963,0.003703704,25.12648506
NM3,1,4,0,0.00962963,-0.00962963,25.12648506
NM3,1,5,0,0,0,25.12648506
NM3,1,6,0.026666667,0.026666667,-1.21E-16,25.12648506
NM3,2,1,0.006899225,0.003986219,0.002913006,25.12648506
NM3,2,2,0.015495592,0.002575246,0.012920346,25.12648506
NM3,2,3,0,5.28E-05,-5.28E-05,25.12648506
NM3,2,4,0,0.000931108,-0.000931108,25.12648506
NM3,2,5,0,0,0,25.12648506
NM3,2,6,0,0.003375278,-0.003375278,25.12648506
NM3,4,1,0,0.000130525,-0.000130525,25.12648506
NM3,4,2,0.00081723,0.000739399,7.78E-05,25.12648506
NM3,4,3,0,0.003392992,-0.003392992,25.12648506
NM3,4,4,0,0.002210438,-0.002210438,25.12648506
NM3,4,5,0,0.000765686,-0.000765686,25.12648506
NM3,4,6,0,0.000855852,-0.000855852,25.12648506
NM33,1,1,0,0,0,21.52173352
NM33,1,2,0,0,0,21.52173352
NM33,1,3,0,0,0,21.52173352
NM33,1,4,0,0,0,21.52173352
NM33,1,5,0,0,0,21.52173352
NM33,1,6,0,0,0,21.52173352
NM33,2,1,0,0,0,21.52173352
NM33,2,2,0,0,0,21.52173352
NM33,2,3,0,0,0,21.52173352
NM33,2,4,0,0,0,21.52173352
NM33,2,5,0,0,0,21.52173352
NM33,2,6,0,0,0,21.52173352
NM33,4,1,0,0,0,21.52173352
NM33,4,2,0,0,0,21.52173352
NM33,4,3,0,0,0,21.52173352
NM33,4,4,0,0,0,21.52173352
NM33,4,5,0,0,0,21.52173352
NM33,4,6,0,0,0,21.52173352
NM34,1,1,0,0,0,26.8370785
NM34,1,2,0,0,0,26.8370785
NM34,1,3,0,0,0,26.8370785
NM34,1,4,0,0,0,26.8370785
NM34,1,5,0,0,0,26.8370785
NM34,1,6,0,0,0,26.8370785
NM34,2,1,0,0,0,26.8370785
NM34,2,2,0,0,0,26.8370785
NM34,2,3,0,0,0,26.8370785
NM34,2,4,0,0,0,26.8370785
NM34,2,5,0,0,0,26.8370785
NM34,2,6,0,0,0,26.8370785
NM34,4,1,0,0,0,26.8370785
NM34,4,2,0,0,0,26.8370785
NM34,4,3,0,0,0,26.8370785
NM34,4,4,0,0,0,26.8370785
NM34,4,5,0,0,0,26.8370785
NM34,4,6,0,0,0,26.8370785
NM75,1,1,0.033333333,0.047070707,-0.013737374,27.66009734
NM75,1,2,0.066666667,0.047070707,0.01959596,27.66009734
NM75,1,3,0.106666667,0.047070707,0.05959596,27.66009734
NM75,1,4,0.026666667,0.047070707,-0.02040404,27.66009734
NM75,1,5,0.153333333,0.047070707,0.106262626,27.66009734
NM75,1,6,0.013333333,0.047070707,-0.033737374,27.66009734
NM75,2,1,0.01324256,0.046750248,-0.033507688,27.66009734
NM75,2,2,0,0,0,27.66009734
NM75,2,3,0,0,0,27.66009734
NM75,2,4,0.036898211,0.03907856,-0.002180349,27.66009734
NM75,2,5,0.044075751,0.04445736,-0.000381608,27.66009734
NM75,2,6,0.012716253,0.044892228,-0.032175975,27.66009734
NM75,4,1,0,0,0,27.66009734
NM75,4,2,0,0.001551335,-0.001551335,27.66009734
NM75,4,3,0,0,0,27.66009734
NM75,4,4,0,0,0,27.66009734
NM75,4,5,0,0,0,27.66009734
NM75,4,6,0,0,0,27.66009734
NM79,1,1,0,0,0,20.8922971
NM79,1,2,0,0,0,20.8922971
NM79,1,3,0,0,0,20.8922971
NM79,1,4,0,0,0,20.8922971
NM79,1,5,0,0,0,20.8922971
NM79,1,6,0,0,0,20.8922971
NM79,2,1,0,0,0,20.8922971
NM79,2,2,0,0,0,20.8922971
NM79,2,3,0,0,0,20.8922971
NM79,2,4,0,0,0,20.8922971
NM79,2,5,0,0,0,20.8922971
NM79,2,6,0,0,0,20.8922971
NM79,4,1,0,0,0,20.8922971
NM79,4,2,0,0,0,20.8922971
NM79,4,3,0,0,0,20.8922971
NM79,4,4,0,0,0,20.8922971
NM79,4,5,0,0,0,20.8922971
NM79,4,6,0,0,0,20.8922971
NM80,1,1,0,0,0,24.3248101
NM80,1,2,0,0,0,24.3248101
NM80,1,3,0,0,0,24.3248101
NM80,1,4,0,0,0,24.3248101
NM80,1,5,0,0,0,24.3248101
NM80,1,6,0,0,0,24.3248101
NM80,2,1,0,0,0,24.3248101
NM80,2,2,0,0,0,24.3248101
NM80,2,3,0,0,0,24.3248101
NM80,2,4,0,0,0,24.3248101
NM80,2,5,0,0,0,24.3248101
NM80,2,6,0,0,0,24.3248101
NM80,4,1,0,0,0,24.3248101
NM80,4,2,0,0,0,24.3248101
NM80,4,3,0,0,0,24.3248101
NM80,4,4,0,0,0,24.3248101
NM80,4,5,0,0,0,24.3248101
NM80,4,6,0,0,0,24.3248101
NM81,1,1,0.006666667,0.001666667,0.005,22.55627949
NM81,1,2,0,0,0,22.55627949
NM81,1,3,0,0,0,22.55627949
NM81,1,4,0,0,0,22.55627949
NM81,1,5,0,0,0,22.55627949
NM81,1,6,0,0,0,22.55627949
NM81,2,1,0,0,0,22.55627949
NM81,2,2,0,0,0,22.55627949
NM81,2,3,0,0,0,22.55627949
NM81,2,4,0,0,0,22.55627949
NM81,2,5,0,0,0,22.55627949
NM81,2,6,0,0,0,22.55627949
NM81,4,1,0,0,0,22.55627949
NM81,4,2,0,0,0,22.55627949
NM81,4,3,0,0.000329575,-0.000329575,22.55627949
NM81,4,4,0,0.000498244,-0.000498244,22.55627949
NM81,4,5,0,0.000662644,-0.000662644,22.55627949
NM81,4,6,0,0,0,22.55627949
NM84,1,1,0,0,0,24.28591916
NM84,1,2,0,0,0,24.28591916
NM84,1,3,0,0,0,24.28591916
NM84,1,4,0,0,0,24.28591916
NM84,1,5,0,0,0,24.28591916
NM84,1,6,0,0,0,24.28591916
NM84,2,1,0,0,0,24.28591916
NM84,2,2,0,0,0,24.28591916
NM84,2,3,0,0,0,24.28591916
NM84,2,4,0,0,0,24.28591916
NM84,2,5,0,0,0,24.28591916
NM84,2,6,0,0,0,24.28591916
NM84,4,1,0,0,0,24.28591916
NM84,4,2,0,0,0,24.28591916
NM84,4,3,0,0,0,24.28591916
NM84,4,4,0,0,0,24.28591916
NM84,4,5,0,0,0,24.28591916
NM84,4,6,0,0,0,24.28591916
NM86,1,1,0,0,0,22.19564675
NM86,1,2,0.006666667,0.000555556,0.006111111,22.19564675
NM86,1,3,0,0.000555556,-0.000555556,22.19564675
NM86,1,4,0,0,0,22.19564675
NM86,1,5,0,0,0,22.19564675
NM86,1,6,0,0.000555556,-0.000555556,22.19564675
NM86,2,1,0,0.00020152,-0.00020152,22.19564675
NM86,2,2,0,0.000180545,-0.000180545,22.19564675
NM86,2,3,0,0.000188805,-0.000188805,22.19564675
NM86,2,4,0,0.000247847,-0.000247847,22.19564675
NM86,2,5,0,0.000375073,-0.000375073,22.19564675
NM86,2,6,0,0,0,22.19564675
NM86,4,1,0,4.13E-05,-4.13E-05,22.19564675
NM86,4,2,0,0.000113491,-0.000113491,22.19564675
NM86,4,3,0,2.26E-05,-2.26E-05,22.19564675
NM86,4,4,0,0,0,22.19564675
NM86,4,5,0,0,0,22.19564675
NM86,4,6,0,0.000102579,-0.000102579,22.19564675
NM87,1,1,0,0,0,34.74331048
NM87,1,2,0,0,0,34.74331048
NM87,1,3,0.0625,0.020833333,0.041666667,34.74331048
NM87,1,4,0,0,0,34.74331048
NM87,1,5,0,0,0,34.74331048
NM87,1,6,0,0,0,34.74331048
NM87,2,1,0,0,0,34.74331048
NM87,2,2,0,0,0,34.74331048
NM87,2,3,0,0,0,34.74331048
NM87,2,4,0,0,0,34.74331048
NM87,2,5,0,0,0,34.74331048
NM87,2,6,0,0,0,34.74331048
NM87,4,1,0,0,0,34.74331048
NM87,4,2,0,0,0,34.74331048
NM87,4,3,0,0,0,34.74331048
NM87,4,4,0,0.001115366,-0.001115366,34.74331048
NM87,4,5,0,0.004670878,-0.004670878,34.74331048
NM87,4,6,0,0,0,34.74331048
NM9,1,1,0,0,0,21.58613126
NM9,1,2,0,0,0,21.58613126
NM9,1,3,0,0,0,21.58613126
NM9,1,4,0,0.001025641,-0.001025641,21.58613126
NM9,1,5,0,0.001025641,-0.001025641,21.58613126
NM9,1,6,0,0,0,21.58613126
NM9,2,1,0,0.000790103,-0.000790103,21.58613126
NM9,2,2,0,0.000785263,-0.000785263,21.58613126
NM9,2,3,0,0.00030077,-0.00030077,21.58613126
NM9,2,4,0,0,0,21.58613126
NM9,2,5,0,0.000496696,-0.000496696,21.58613126
NM9,2,6,0.010353032,0.000796387,0.009556645,21.58613126
NM9,4,1,0,0.000125842,-0.000125842,21.58613126
NM9,4,2,0,0.000696749,-0.000696749,21.58613126
NM9,4,3,0,0.000747501,-0.000747501,21.58613126
NM9,4,4,0,0.000535037,-0.000535037,21.58613126
NM9,4,5,0,0.000114346,-0.000114346,21.58613126
NM9,4,6,0,0.000153439,-0.000153439,21.58613126
NM96,1,1,0,0,0,25.57634388
NM96,1,2,0,0,0,25.57634388
NM96,1,3,0,0,0,25.57634388
NM96,1,4,0,0,0,25.57634388
NM96,1,5,0,0,0,25.57634388
NM96,1,6,0,0,0,25.57634388
NM96,2,1,0,0,0,25.57634388
NM96,2,2,0,0,0,25.57634388
NM96,2,3,0,0,0,25.57634388
NM96,2,4,0,0,0,25.57634388
NM96,2,5,0,0,0,25.57634388
NM96,2,6,0,0,0,25.57634388
NM96,4,1,0,0,0,25.57634388
NM96,4,2,0,0,0,25.57634388
NM96,4,3,0,0,0,25.57634388
NM96,4,4,0,0,0,25.57634388
NM96,4,5,0,0,0,25.57634388
NM96,4,6,0,0,0,25.57634388
S1,1,1,0.06,0.047435897,0.012564103,17.36694682
S1,1,2,0.033333333,0.047435897,-0.014102564,17.36694682
S1,1,3,0.025641026,0.047435897,-0.021794872,17.36694682
S1,1,4,0.02,0.047435897,-0.027435897,17.36694682
S1,1,5,0.026666667,0.047435897,-0.020769231,17.36694682
S1,1,6,0.006666667,0.015384615,-0.008717949,17.36694682
S1,2,1,0.013294604,0.031317156,-0.018022552,17.36694682
S1,2,2,0.045663921,0.038217853,0.007446067,17.36694682
S1,2,3,0.065091022,0.037196215,0.027894807,17.36694682
S1,2,4,0.037122177,0.032140241,0.004981936,17.36694682
S1,2,5,0.068196639,0.034694166,0.033502473,17.36694682
S1,2,6,0.01527115,0.02470104,-0.00942989,17.36694682
S1,4,1,0.041690204,0.02802289,0.013667314,17.36694682
S1,4,2,0.065800812,0.030675431,0.035125381,17.36694682
S1,4,3,0.028470876,0.028220732,0.000250144,17.36694682
S1,4,4,0,0.009151754,-0.009151754,17.36694682
S1,4,5,0,0.03569967,-0.03569967,17.36694682
S1,4,6,0.017042536,0.020021829,-0.002979293,17.36694682
S33,1,1,0.013333333,0.014104683,-0.00077135,21.9285594
S33,1,2,0.046666667,0.014104683,0.032561983,21.9285594
S33,1,3,0.033333333,0.020280247,0.013053086,21.9285594
S33,1,4,0.006666667,0.014104683,-0.007438017,21.9285594
S33,1,5,0.046666667,0.046666667,1.39E-17,21.9285594
S33,1,6,0,0,0,21.9285594
S33,2,1,0.024192965,0.012796279,0.011396686,21.9285594
S33,2,2,0.00602935,0.003189078,0.002840272,21.9285594
S33,2,3,0.00538296,0.011388742,-0.006005782,21.9285594
S33,2,4,0.002247576,0.002377601,-0.000130025,21.9285594
S33,2,5,0.005085689,0.004734314,0.000351375,21.9285594
S33,2,6,0.005315817,0.016170913,-0.010855096,21.9285594
S33,4,1,0.000520061,0.000260031,0.000260031,21.9285594
S33,4,2,0.002186847,0.012470058,-0.010283211,21.9285594
S33,4,3,0,0.006434859,-0.006434859,21.9285594
S33,4,4,0.000622107,0.001694472,-0.001072365,21.9285594
S33,4,5,0.005419912,0.003033714,0.002386199,21.9285594
S33,4,6,0.013623597,0.005920498,0.007703099,21.9285594
S34,1,1,0.04,0.043086927,-0.003086927,18.92380234
S34,1,2,0.06,0.043086927,0.016913073,18.92380234
S34,1,3,0.026666667,0.043086927,-0.016420261,18.92380234
S34,1,4,0.006666667,0.043086927,-0.036420261,18.92380234
S34,1,5,0.073333333,0.043086927,0.030246406,18.92380234
S34,1,6,0.053333333,0.043086927,0.010246406,18.92380234
S34,2,1,0.031028215,0.02903402,0.001994195,18.92380234
S34,2,2,0.023131673,0.017249542,0.005882131,18.92380234
S34,2,3,0,0.020680352,-0.020680352,18.92380234
S34,2,4,0.015070216,0.03284516,-0.017774944,18.92380234
S34,2,5,0.026191793,0.039082026,-0.012890233,18.92380234
S34,2,6,0.020127981,0.035681503,-0.015553521,18.92380234
S34,4,1,0.010890673,0.029669305,-0.018778631,18.92380234
S34,4,2,0.017146622,0.028756664,-0.011610042,18.92380234
S34,4,3,0.005459175,0.021584202,-0.016125027,18.92380234
S34,4,4,0.083476369,0.02377624,0.059700129,18.92380234
S34,4,5,0.013769712,0.010706336,0.003063376,18.92380234
S34,4,6,0.036212784,0.018954147,0.017258637,18.92380234
S35,1,1,0.090909091,0.058053987,0.032855104,15.8862377
S35,1,2,0,0.058053987,-0.058053987,15.8862377
S35,1,3,0.06,0.058053987,0.001946013,15.8862377
S35,1,4,0,0.033300948,-0.033300948,15.8862377
S35,1,5,0.016666667,0.058053987,-0.04138732,15.8862377
S35,1,6,0.013333333,0.04904321,-0.035709877,15.8862377
S35,2,1,0.027219744,0.033586594,-0.006366851,15.8862377
S35,2,2,0.1066149,0.04246473,0.06415017,15.8862377
S35,2,3,0.014762607,0.03637486,-0.021612254,15.8862377
S35,2,4,0,0.006102949,-0.006102949,15.8862377
S35,2,5,0.004850873,0.022380199,-0.017529326,15.8862377
S35,2,6,0.004601956,0.018439895,-0.013837939,15.8862377
S35,4,1,0.041029057,0.032370334,0.008658723,15.8862377
S35,4,2,0.036647775,0.034367453,0.002280322,15.8862377
S35,4,3,0.025735031,0.038954885,-0.013219854,15.8862377
S35,4,4,0.069509512,0.042815129,0.026694383,15.8862377
S35,4,5,0.037555294,0.032208303,0.00534699,15.8862377
S35,4,6,0.053998578,0.040357369,0.013641209,15.8862377
S36,1,1,0.015151515,0.032572927,-0.017421412,20.22923302
S36,1,2,0.023809524,0.032572927,-0.008763403,20.22923302
S36,1,3,0.03125,0.032572927,-0.001322927,20.22923302
S36,1,4,0.041666667,0.032572927,0.009093739,20.22923302
S36,1,5,0.013333333,0.032572927,-0.019239594,20.22923302
S36,1,6,0.020833333,0.032572927,-0.011739594,20.22923302
S36,2,1,0.051972188,0.031469971,0.020502218,20.22923302
S36,2,2,0.077723114,0.034713652,0.043009462,20.22923302
S36,2,3,0.05080107,0.024821093,0.025979977,20.22923302
S36,2,4,0.034727218,0.03425299,0.000474228,20.22923302
S36,2,5,0.057447595,0.04547596,0.011971635,20.22923302
S36,2,6,0.035608766,0.028383442,0.007225324,20.22923302
S36,4,1,0.054909879,0.04031708,0.0145928,20.22923302
S36,4,2,0.006961102,0.029043053,-0.02208195,20.22923302
S36,4,3,0.006512547,0.051130066,-0.044617519,20.22923302
S36,4,4,0.028406156,0.030679923,-0.002273768,20.22923302
S36,4,5,0.030361607,0.052837022,-0.022475415,20.22923302
S36,4,6,0.058388548,0.049071251,0.009317296,20.22923302
XY101,1,1,0,0.001111111,-0.001111111,21.95005274
XY101,1,2,0,0.001666667,-0.001666667,21.95005274
XY101,1,3,0,0.001111111,-0.001111111,21.95005274
XY101,1,4,0,0.001666667,-0.001666667,21.95005274
XY101,1,5,0.016666667,0.001666667,0.015,21.95005274
XY101,1,6,0,0.001666667,-0.001666667,21.95005274
XY101,2,1,0,0.000408362,-0.000408362,21.95005274
XY101,2,2,0,0.001035341,-0.001035341,21.95005274
XY101,2,3,0,0.000216035,-0.000216035,21.95005274
XY101,2,4,0,0.000445221,-0.000445221,21.95005274
XY101,2,5,0,0.00046474,-0.00046474,21.95005274
XY101,2,6,0.008618952,0.000718246,0.007900706,21.95005274
XY101,4,1,0,0.000219653,-0.000219653,21.95005274
XY101,4,2,0,0.000998454,-0.000998454,21.95005274
XY101,4,3,0.006741597,0.006783687,-4.21E-05,21.95005274
XY101,4,4,0,0.001170417,-0.001170417,21.95005274
XY101,4,5,0,0.001012789,-0.001012789,21.95005274
XY101,4,6,0,0.000630171,-0.000630171,21.95005274
